Sr No.,Company Name,Estab_year,Employees_count,Location,Designation,Involvement,Skills,HR_Name,Experience,linkedIN,Industry,LinkedIn Emp Count,LinkedIn Followers
893,LTIMindtree,1996,More than 1000,Kochi,Oracle Fusion PPM Consultant,Full Time,"Oracle Cloud,Oracle PPM,Oracle Fusion Applications,Oracle General Ledger,Accounting",Bhaskar Anand,6-10 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,412 followers"
894,LTIMindtree,1996,More than 1000,Nagpur,Oracle Fusion PPM Consultant,Full Time,"Oracle PPM,Oracle Fusion Applications,Oracle Cloud,Oracle General Ledger,Accounting",Bhaskar Anand,6-10 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,412 followers"
895,LTIMindtree,1996,More than 1000,Bhubaneshwar,Oracle Fusion PPM Consultant,Full Time,"Oracle Cloud,Oracle PPM,Oracle General Ledger,Accounting,Oracle Fusion Applications",Bhaskar Anand,6-11 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,412 followers"
896,OpenGrowth,2018,0 - 10,Work From Home,React Developer,Full Time,"CSS,HTML,JavaScript,Angular,jQuery,React.js,Vue.js",Sakshi Khanna,5-6 Years,https://www.linkedin.com/company/opengrowth/about/,"Technology, Information and Internet",33 employees,"6,892 followers"
897,Spinny,2015,500 - 1000,Gurgaon,Data Scientist,Full Time,"Computer Vision,Data Mining,Machine Learning,NLP,Python,R",Mandeep Makkar,3-5 Years,https://www.linkedin.com/company/spinny/?originalSubdomain=in,Retail Motor Vehicles,"3,341 employees","187,495 followers"
898,Visionet Systems,1995,500 - 1000,Bangalore,Performance Test Engineer,Full Time,"Performance Testing,JMeter,LoadRunner,Quality Assurance,NeoLoad",Robin Raju,4-9 Years,https://www.linkedin.com/company/visionet-systems-inc-/about/,IT Services and IT Consulting,"2,761 employees","87,922 followers"
899,Wildcraft,1998,More than 1000,Bangalore,Franchise Development Manager,Full Time,"Business Development,Sales",Sayed Moin,4-6 Years,https://www.linkedin.com/company/wildcraft/about/,Consumer Goods,"1,064 employees","30,226 followers"
900,Zymr,2012,200 - 500,"Bangalore, Pune",Azure DevOps Engineer,Full Time,"CI - CD,Linux,Ansible,Azure,Jenkins",Khushbu B,4-6 Years,https://www.linkedin.com/company/zymrinc/about/,IT Services and IT Consulting,240 employees,"15,188 followers"
901,Atlassian,2002,More than 1000,Work From Home,Lead Software Engineer,Full Time,".NET,Golang,Java,Node.js,ASP.NET,C#,Hibernate,J2EE,Spring",Divya Manavalan,8-12 Years,https://www.linkedin.com/company/atlassian/,Software Development,"19,547 employees","1,057,835 followers"
902,Inito,2014,Oct-50,Bangalore,Computer Vision and NLP Engineer,Full Time,"Computer Vision,Machine Learning,NLP,Python,R,Keras,OpenCV,PyTorch,TensorFlow",Ronald J,2-5 Years,https://www.linkedin.com/company/samplytics-technologies/,Wellness and Fitness Services,101 employees,"26,881 followers"
903,LTIMindtree,1996,More than 1000,Bangalore,Ab Initio Metadata HUB,Full Time,"Ab Initio,ETL,SQL,Python,Bash",Bhaskar Anand,6-11 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,414 followers"
904,LTIMindtree,1996,More than 1000,Chennai,Ab Initio Metadata HUB,Full Time,"Ab Initio,ETL,SQL,Python,Base SAS",Bhaskar Anand,5-10 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,414 followers"
905,LTIMindtree,1996,More than 1000,Chennai,Oracle Fusion PPM Consultant,Full Time,"Oracle PPM,Oracle Cloud,Oracle Fusion Applications,Oracle Integration,Accounting",Bhaskar Anand,6-11 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,414 followers"
906,Mahindra Logistics,2007,More than 1000,Hyderabad,Asst Manager,Full Time,"Compensation Management,Employee Benefits,Employee Engagement,Learning and Development,Performance Management,Talent Management",Joanita Borges Lawrence,3-4 Years,https://www.linkedin.com/company/mahindralogistics/about/,"Transportation, Logistics, Supply Chain and Storage","6,018 employees","336,844 followers"
907,My Tirth India,2023,Oct-50,Kolkata,Business Development Manager,Full Time,"Business Development,Sales,Direct Sales,Event Management,Customer Service",Suranjan Barman,2-6 Years,https://www.linkedin.com/company/mytirthindia/about/,Individual and Family Services,40 employees,"2,236 followers"
908,My Tirth India,2023,Oct-50,Mumbai,Travel Operations,Full Time,"Operations Management,Customer Service,Travel Management,Networking,Event Management",Suranjan Barman,2-7 Years,https://www.linkedin.com/company/mytirthindia/about/,Individual and Family Services,40 employees,"2,236 followers"
909,OpenGrowth,2018,0 - 10,"Greater Noida, Gurgaon, Noida",Sales and Marketing Head,Full Time,"Brand Management,Business Development,Category Management,General Management,Operations Management,Corporate Strategy,Strategic Planning",Sakshi Khanna,7-9 Years,https://www.linkedin.com/company/opengrowth/about/,"Technology, Information and Internet",33 employees,"6,892 followers"
910,Vitech Systems Group,1986,More than 1000,Hyderabad,AWS Network Engineer,Full Time,"Firewalls,AWS,Cisco ASA,Networking,Network Security",Gayatri Laveti,7-12 Years,https://www.linkedin.com/company/vitech-systems-group/,Software Development,"1,347 employees","25,214 followers"
911,CityFurnish,2015,50 - 200,"Delhi, Gurgaon, Noida",Channel Sales Executive,Full Time,"Business Development,Direct Sales",Lakshay Sehgal,0-1 Years,https://www.linkedin.com/company/cityfurnish/about/,"Technology, Information and Internet",197 employees,"13,006 followers"
912,Inito,2014,Oct-50,Bangalore,Data Engineer (AI / ML),Full Time,"Keras,Machine Learning,NLP,PyTorch,Python,TensorFlow",Ronald J,1-4 Years,https://www.linkedin.com/company/samplytics-technologies/,Wellness and Fitness Services,101 employees,"26,881 followers"
913,Live Your Best Life,2022,50 - 200,Noida,Product Manager,Full Time,Product Management,Preeti Gaur,1-3 Years,https://www.linkedin.com/company/lyblhealthcare/about/,"Technology, Information and Internet",76 employees,"1,358 followers"
914,LTIMindtree,1996,More than 1000,Pune,Ab Initio Metadata HUB,Full Time,"Ab Initio,ETL,SQL,Python,Bash",Bhaskar Anand,7-12 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,415 followers"
915,LTIMindtree,1996,More than 1000,Mumbai,Ab Initio Metadata HUB,Full Time,"Ab Initio,ETL,Python,Bash,SQL",Bhaskar Anand,5-10 Years,https://www.linkedin.com/company/ltimindtree/about/,IT Services and IT Consulting,"96,704 employees","3,311,416 followers"
916,Mahindra Logistics,2007,More than 1000,Bangalore,Deputy. Manager HR,Full Time,"Compensation Management,Employee Benefits,Employee Engagement,Learning and Development,Performance Management,Recruitment,Talent Management",Joanita Borges Lawrence,3-4 Years,https://www.linkedin.com/company/mahindralogistics/about/,"Transportation, Logistics, Supply Chain and Storage","6,018 employees","336,844 followers"
917,My Tirth India,2023,Oct-50,Mumbai,Business Development Manager,Full Time,"Business Development,Sales,Travel Management,Customer Service,Travel Planning",Suranjan Barman,2-6 Years,https://www.linkedin.com/company/mytirthindia/about/,Individual and Family Services,40 employees,"2,236 followers"
